,VITRY:PM10,VITRY:PM25,VITRY:NO2,VITRY:SO2,VITRY:NO,VITRY:NOX,VITRY:O3,OBJECTID
,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,0
,VITRY,VITRY,VITRY,VITRY,VITRY,VITRY,VITRY,1
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,dioxyde de soufre,monoxyde d azote,oxydes d azote,ozone,2
,PM10,PM25,NO2,SO2,NO,NOX,O3,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2021/01/11 04:00:00+00,40.200000,37.500000,43.400000,0.600000,5.400000,51.700000,2.500000,248
2021/01/11 05:00:00+00,37.800000,37.900000,42.900000,0.400000,18.800000,71.600000,1.200000,249
2021/01/11 06:00:00+00,45.200000,34.800000,57.500000,1.300000,118.800000,239.500000,1.300000,250
2021/01/11 07:00:00+00,44.500000,43,70.600000,2.100000,190,362,1.100000,251
2021/01/11 08:00:00+00,54.500000,45.100000,65,1.800000,164.200000,316.800000,1.500000,252
2021/01/11 09:00:00+00,53.100000,44.500000,62.200000,1.700000,143.500000,282.200000,2,253
2021/01/11 10:00:00+00,56.300000,39.200000,65.300000,1.600000,142.900000,284.500000,2.300000,254
2021/01/11 11:00:00+00,41.200000,31.200000,63.400000,1.200000,77.400000,182.100000,3.700000,255
2021/01/11 12:00:00+00,39,25,59,1,30.700000,106,5.500000,256
2021/01/11 13:00:00+00,29.300000,21,52.400000,0.500000,18.700000,81,11.400000,257
2021/01/11 14:00:00+00,33.400000,23.400000,48,0.700000,17,74,12.200000,258
2021/01/11 15:00:00+00,31.700000,15.200000,47.100000,0.700000,15.700000,71.100000,12.900000,259
2021/01/11 16:00:00+00,26.300000,20.700000,49.200000,0.800000,13.400000,69.800000,9,260
2021/01/11 17:00:00+00,33.400000,27.800000,50.300000,0.600000,11.100000,67.300000,5.600000,261
2021/01/11 18:00:00+00,28,25.100000,50.200000,0.500000,9.600000,64.900000,7.200000,262
2021/01/11 19:00:00+00,27.100000,20.400000,47,0.500000,7.300000,58.100000,9.800000,263
2021/01/11 20:00:00+00,22.400000,14.800000,43.500000,0.300000,5,51.200000,15.100000,264
2021/01/11 21:00:00+00,24.900000,17.300000,21.700000,0.400000,1,23.400000,35.600000,265
2021/01/11 22:00:00+00,23.600000,19.200000,21.100000,0,0.800000,22.400000,33.900000,266
2021/01/11 23:00:00+00,21,16.300000,19.400000,0.300000,0.500000,20.200000,36.300000,267
2021/01/12 00:00:00+00,16.200000,14.300000,16,0.300000,0.100000,16.300000,40.800000,268
2021/01/12 01:00:00+00,14.600000,17.200000,15.500000,1.400000,0.200000,15.700000,39.700000,269
2021/01/12 02:00:00+00,17.400000,15,16,1.500000,0,16,39.900000,270
2021/01/12 03:00:00+00,15.200000,13.900000,15.900000,1.300000,0,15.800000,42.200000,271
2021/01/12 04:00:00+00,16.500000,15.500000,22.600000,1.500000,0.300000,23.100000,37.400000,272
2021/01/12 05:00:00+00,12.900000,11.800000,28.900000,1.100000,1,30.500000,33.600000,273
2021/01/12 06:00:00+00,11.700000,10.500000,32.700000,0.700000,2.200000,36.100000,30.300000,274
2021/01/12 07:00:00+00,11.800000,10,29,1.200000,2.900000,33.400000,36.300000,275
2021/01/12 08:00:00+00,10.400000,6,25,1,4.800000,32.200000,41.800000,276
2021/01/12 09:00:00+00,7,8.800000,23.200000,0.700000,3.200000,28.200000,45.300000,277
2021/01/12 10:00:00+00,8.200000,8.400000,21.300000,0.800000,2.700000,25.500000,46.900000,278
2021/01/12 11:00:00+00,9,7.200000,20.900000,0.800000,2.700000,25,46.700000,279
2021/01/12 12:00:00+00,7.500000,4.400000,15.700000,0.400000,2,18.800000,51.200000,280
2021/01/12 13:00:00+00,7.200000,2.200000,16.700000,0.600000,2.900000,21.100000,49.300000,281
2021/01/12 14:00:00+00,7.700000,2.500000,16.600000,0.700000,2.800000,20.900000,50.100000,282
2021/01/12 15:00:00+00,8.400000,3.600000,19.200000,0.900000,3.900000,25.200000,47.200000,283
2021/01/12 16:00:00+00,12.600000,3.700000,28.800000,0.800000,7.100000,39.500000,36.600000,284
2021/01/12 17:00:00+00,7.800000,2.300000,32.200000,0.800000,3.600000,37.700000,39.400000,285
2021/01/12 18:00:00+00,8.400000,3.900000,39.900000,0.900000,2.500000,43.800000,34.300000,286
2021/01/12 19:00:00+00,8.700000,7.300000,56.500000,1.100000,5.200000,64.400000,15.900000,287
2021/01/12 20:00:00+00,11.800000,10.200000,49.900000,1.100000,5.200000,57.900000,20.700000,288
2021/01/12 21:00:00+00,10.300000,10.700000,37.300000,1,2.100000,40.500000,29.800000,289
2021/01/12 22:00:00+00,13.600000,9.800000,29,0.900000,1.100000,30.700000,35.200000,290
2021/01/12 23:00:00+00,9.100000,12.700000,19.300000,1.100000,0.300000,19.600000,48.100000,291
2021/01/13 00:00:00+00,13.800000,7.800000,28.700000,1.400000,1.100000,30.300000,34,292
2021/01/13 01:00:00+00,16,6,36.300000,0,4.800000,43.700000,21.800000,293
2021/01/13 02:00:00+00,16.900000,9.500000,24.100000,0,0,24,33.400000,294
2021/01/13 03:00:00+00,18,15.600000,39.400000,0.100000,0.600000,40.200000,18.200000,295
2021/01/13 04:00:00+00,20.100000,15.600000,55.500000,0.100000,5.200000,63.500000,4.200000,296
2021/01/13 05:00:00+00,22.400000,15.900000,49.300000,0.100000,6.200000,58.900000,9.900000,297
2021/01/13 06:00:00+00,19.400000,15.300000,60.800000,0.100000,28.800000,105.100000,0.700000,298
2021/01/13 07:00:00+00,18.900000,12.400000,62.200000,0.100000,49.500000,138,0.500000,299
2021/01/13 08:00:00+00,22.400000,16.700000,62.700000,0,46.400000,133.800000,0.400000,300
2021/01/13 09:00:00+00,31,15.300000,59.800000,0.200000,47.600000,132.800000,1.300000,301
2021/01/13 10:00:00+00,20.900000,15.200000,54.200000,0,46.300000,125.300000,1.800000,302
2021/01/13 11:00:00+00,15.200000,10.200000,49.100000,0,36.700000,105.400000,5.800000,303
2021/01/13 12:00:00+00,10.300000,7.700000,30.600000,0,8.300000,43.200000,29.700000,304
2021/01/13 13:00:00+00,7.300000,6.800000,17,0,3.300000,22,55.400000,305
2021/01/13 14:00:00+00,6.800000,5.300000,17.900000,0,4.700000,25,56.300000,306
2021/01/13 15:00:00+00,6.400000,7.800000,19.100000,0,2.900000,23.500000,54.500000,307
2021/01/13 16:00:00+00,6.600000,5.300000,15.100000,0,2.300000,18.500000,60,308
2021/01/13 17:00:00+00,4.400000,6,15.800000,0,2.700000,20.100000,60.300000,309
2021/01/13 18:00:00+00,4.500000,4.400000,15.500000,0,2.800000,19.800000,60,310
2021/01/13 19:00:00+00,6.300000,3.700000,11.800000,0,1.900000,14.800000,65,311
2021/01/13 20:00:00+00,7.300000,6.300000,8.900000,0,0.900000,10.200000,66.800000,312
2021/01/13 21:00:00+00,7.800000,3.700000,6.100000,0,0.200000,6.300000,68.500000,313
2021/01/13 22:00:00+00,7,4,4.900000,0,0.100000,4.900000,69.300000,314
2021/01/13 23:00:00+00,3.500000,3.100000,4.100000,0,0.100000,3.900000,69.900000,315
2021/01/14 00:00:00+00,4.300000,1.300000,4.200000,0,0.300000,4.300000,69,316
2021/01/14 01:00:00+00,8.100000,3.200000,3.200000,0.200000,0,2.100000,70.100000,317
2021/01/14 02:00:00+00,7.400000,2.900000,2.700000,0.200000,0,1.500000,71.300000,318
2021/01/14 03:00:00+00,6.300000,2.500000,2.700000,0.100000,0,1.400000,71.600000,319
2021/01/14 04:00:00+00,7.800000,4.200000,2.800000,0.100000,0,1.800000,69.900000,320
2021/01/14 05:00:00+00,6.400000,1.200000,5.900000,0,0.200000,5.700000,64.200000,321
2021/01/14 06:00:00+00,8.300000,0,12.200000,0,0.900000,13.500000,56.400000,322
2021/01/14 07:00:00+00,5.800000,0.300000,13.900000,0.200000,1.800000,16.600000,56.800000,323
2021/01/14 08:00:00+00,4.800000,1.100000,15.600000,0.200000,2.900000,20.200000,56.100000,324
2021/01/14 09:00:00+00,11,4.900000,18.800000,0.100000,3.700000,24.400000,52.900000,325
2021/01/14 10:00:00+00,8.600000,3.700000,23,0.200000,3.900000,29,46.900000,326
2021/01/14 11:00:00+00,9.500000,2.300000,22.700000,0.200000,2.700000,26.700000,45.900000,327
2021/01/14 12:00:00+00,6.700000,2.700000,23.400000,0.100000,2.700000,27.500000,43.400000,328
2021/01/14 13:00:00+00,7.300000,2.100000,25.500000,0.100000,3.700000,31.100000,41.100000,329
2021/01/14 14:00:00+00,9.500000,0.700000,17.400000,0.200000,2.500000,21.200000,50.300000,330
2021/01/14 15:00:00+00,6.100000,0.100000,15.600000,0.200000,3,20.300000,52.300000,331
2021/01/14 16:00:00+00,5.300000,2.800000,17.200000,0.100000,4.600000,24.200000,51.300000,332
2021/01/14 17:00:00+00,6,3.500000,15.700000,0,3.100000,20.400000,53.800000,333
2021/01/14 18:00:00+00,6.700000,5.800000,13.900000,0.200000,2.300000,17.300000,55.700000,334
2021/01/14 19:00:00+00,8.800000,5.500000,14,0.100000,2.600000,17.900000,53.700000,335
2021/01/14 20:00:00+00,7.900000,6.800000,13.400000,0.200000,1.200000,15.300000,46.800000,336
2021/01/14 21:00:00+00,16.100000,7.200000,13.900000,0,0.300000,14.300000,37.300000,337
2021/01/14 22:00:00+00,6.400000,6.700000,18.400000,0.200000,0.100000,18.100000,31,338
2021/01/14 23:00:00+00,5.500000,5.500000,14.300000,0,0,14,34.600000,339
2021/01/15 00:00:00+00,3.300000,5.100000,9.300000,0.400000,0,8.500000,50.100000,340
2021/01/15 01:00:00+00,12.700000,5.800000,10.400000,1.700000,0,9.200000,50.600000,341
2021/01/15 02:00:00+00,8.600000,9.400000,7.900000,1.700000,0,6.800000,51.700000,342
2021/01/15 03:00:00+00,11.200000,14.400000,10.500000,1.900000,0,9.600000,42.100000,343
2021/01/15 04:00:00+00,10.900000,13.400000,15.900000,1.700000,0,15.400000,29.300000,344
2021/01/15 05:00:00+00,16.400000,20.200000,17.400000,2,0.200000,17.400000,26.600000,345
2021/01/15 06:00:00+00,21.400000,19.100000,23.100000,1.700000,1.300000,25.200000,20.400000,346
2021/01/15 07:00:00+00,28.300000,24.900000,26.300000,1.600000,5,34.100000,16.700000,347
2021/01/15 08:00:00+00,24,22.600000,34.600000,1.700000,10.300000,50.400000,8.700000,348
2021/01/15 09:00:00+00,22.400000,21.400000,30.400000,1.500000,8.100000,42.800000,13.200000,349
2021/01/15 10:00:00+00,23.800000,27.100000,28.600000,1.900000,9.800000,43.500000,18.300000,350
2021/01/15 11:00:00+00,26.100000,18.100000,25.900000,1.900000,11.800000,43.900000,22.800000,351
2021/01/15 12:00:00+00,24.100000,13.400000,25.100000,2,11.800000,43.200000,28.900000,352
2021/01/15 13:00:00+00,16.200000,12.400000,17.800000,2,6.300000,27.600000,40.800000,353
2021/01/15 14:00:00+00,14.500000,14.200000,19.900000,2.100000,5.500000,28.300000,39.300000,354
2021/01/15 15:00:00+00,16.200000,10.800000,25.500000,1.700000,5.400000,33.600000,33.900000,355
2021/01/15 16:00:00+00,18,14.500000,32.300000,2.200000,10.200000,47.900000,28.800000,356
2021/01/15 17:00:00+00,18.500000,15.900000,29.200000,2.100000,5.700000,37.900000,27.500000,357
2021/01/15 18:00:00+00,12.300000,15.700000,26.200000,1.500000,3.900000,32.100000,27.700000,358
2021/01/15 19:00:00+00,16.800000,18.300000,22.700000,1.400000,3.100000,27.400000,27.400000,359
2021/01/15 20:00:00+00,17.900000,16.300000,21.100000,1.800000,1.700000,23.800000,28.400000,360
2021/01/15 21:00:00+00,10.500000,10.300000,17.600000,1.700000,0.500000,18.200000,31.300000,361
2021/01/15 22:00:00+00,14.800000,17,18.500000,1.500000,0.100000,18.300000,29.600000,362
2021/01/15 23:00:00+00,22.100000,21.900000,27.600000,1.300000,0.500000,28.200000,19.900000,363
2021/01/16 00:00:00+00,15.600000,16,22.900000,1,0,22.200000,24,364
2021/01/16 01:00:00+00,18.100000,15.100000,16.800000,2.900000,0,16,28.700000,365
2021/01/16 02:00:00+00,14.400000,18.500000,20.400000,2.700000,0.100000,20.300000,24.900000,366
2021/01/16 03:00:00+00,13.100000,19.600000,19.400000,2.700000,0.100000,19.200000,25.600000,367
2021/01/16 04:00:00+00,19.700000,19.800000,22.800000,2.700000,0.200000,23.200000,21.900000,368
2021/01/16 05:00:00+00,19,20.900000,37,2.500000,3.100000,41.900000,7.300000,369
2021/01/16 06:00:00+00,22.800000,21.900000,38.500000,2.600000,4.600000,45.500000,6.500000,370
2021/01/16 07:00:00+00,19.100000,19.300000,34.700000,2.400000,3.300000,39.800000,11.100000,371
2021/01/16 08:00:00+00,22.900000,18.100000,33.500000,2.300000,4.100000,39.700000,10.700000,372
2021/01/16 09:00:00+00,21.900000,23.300000,30.400000,2.100000,4.500000,37.300000,13.800000,373
2021/01/16 10:00:00+00,22.600000,20.300000,25.800000,2.100000,3.900000,31.800000,22.200000,374
2021/01/16 11:00:00+00,17,18.600000,23.800000,1.500000,3.600000,29.400000,24.400000,375
2021/01/16 12:00:00+00,17.600000,18.400000,30.100000,1.300000,6.300000,39.800000,20.600000,376
2021/01/16 13:00:00+00,17.100000,18.900000,24.800000,1.200000,4.200000,31.300000,27.700000,377
2021/01/16 14:00:00+00,11.600000,13,19.200000,1.200000,2.400000,22.900000,35.300000,378
2021/01/16 15:00:00+00,16.800000,9.600000,21.300000,1.200000,1.800000,24.200000,33.100000,379
2021/01/16 16:00:00+00,14.900000,16,19.100000,1.100000,0.600000,20.100000,34.500000,380
2021/01/16 17:00:00+00,12.800000,17.400000,22,1,1.400000,24.100000,30.700000,381
2021/01/16 18:00:00+00,13.600000,14.400000,23.400000,0.900000,1.500000,25.700000,27.700000,382
2021/01/16 19:00:00+00,15.600000,13,17.300000,0.700000,1.100000,18.900000,29.300000,383
2021/01/16 20:00:00+00,21.900000,14.400000,23.300000,0.600000,1.900000,26.300000,21.800000,384
2021/01/16 21:00:00+00,24.300000,15.600000,20.800000,0.800000,2.500000,24.800000,20.400000,385
2021/01/16 22:00:00+00,18.500000,19.300000,19.500000,0.700000,1.900000,22.300000,19.900000,386
2021/01/16 23:00:00+00,23.900000,22.800000,27.200000,0.500000,2.500000,30.900000,11.500000,387
2021/01/17 00:00:00+00,21,20.200000,27.200000,0.500000,2.900000,31.600000,13.500000,388
2021/01/17 01:00:00+00,19.500000,10.900000,21.600000,1.100000,1.600000,24.100000,21.500000,389
2021/01/17 02:00:00+00,18.300000,13,19.400000,1,0,19.300000,28.900000,390
2021/01/17 03:00:00+00,17.800000,10.800000,16.200000,1,0,15.900000,38.900000,391
2021/01/17 04:00:00+00,18.400000,6.100000,17.700000,1.200000,0.600000,18.300000,36.300000,392
2021/01/17 05:00:00+00,12.800000,6,15.200000,1.500000,0,14.600000,40.900000,393
2021/01/17 06:00:00+00,9.600000,2.800000,14.600000,1.100000,0.700000,15.500000,46,394
2021/01/17 07:00:00+00,10,4.800000,18.600000,1.300000,0.800000,19.600000,45,395
2021/01/17 08:00:00+00,9,11.700000,20.100000,1.500000,1.300000,22.100000,44.300000,396
2021/01/17 09:00:00+00,12,9.100000,25.500000,1.500000,2.300000,29,42.700000,397
2021/01/17 10:00:00+00,12.600000,10.900000,24.100000,1.200000,2.700000,28.300000,47.100000,398
2021/01/17 11:00:00+00,11.600000,9.800000,19.700000,1.500000,3.500000,25.200000,56.400000,399
2021/01/17 12:00:00+00,18.100000,7.700000,20.300000,1.500000,3.600000,25.900000,53.800000,400
2021/01/17 13:00:00+00,22.300000,7.300000,18.200000,1.900000,2.400000,22,56.800000,401
2021/01/17 14:00:00+00,12.200000,7.100000,15.600000,1.800000,2.300000,19.100000,61.200000,402
2021/01/17 15:00:00+00,15.200000,5.600000,16.800000,1.600000,1.800000,19.700000,60.400000,403
2021/01/17 16:00:00+00,11.500000,4.800000,18.900000,1.700000,1.100000,20.700000,58.700000,404
2021/01/17 17:00:00+00,12.300000,11.500000,38.300000,1.800000,4,44.600000,39.600000,405
2021/01/17 18:00:00+00,17.700000,10.800000,52.600000,1.500000,6.200000,62,23.100000,406
2021/01/17 19:00:00+00,19.400000,17.100000,57.500000,1.800000,5.600000,66,15.900000,407
2021/01/17 20:00:00+00,21.300000,25,46.700000,2,2.500000,50.600000,26.600000,408
2021/01/17 21:00:00+00,15.800000,9.600000,21.500000,1.700000,0.200000,21.700000,54.200000,409
2021/01/17 22:00:00+00,25.900000,23.800000,46.800000,1.500000,4,53,21.400000,410
2021/01/17 23:00:00+00,35.800000,21.900000,48.800000,1.300000,4,55,12.100000,411
2021/01/18 00:00:00+00,25.100000,18.400000,31.600000,1.400000,1,33.200000,24.900000,412
2021/01/18 01:00:00+00,26.700000,21.200000,38.600000,0.900000,1.400000,40.800000,17.400000,413
2021/01/18 02:00:00+00,21.900000,12.500000,32.100000,1.300000,0.300000,32.700000,20.300000,414
2021/01/18 03:00:00+00,15.900000,13,25.100000,1.300000,0.100000,24.900000,26.800000,415
2021/01/18 04:00:00+00,11.800000,11.500000,16.700000,1,0.300000,16.700000,40.400000,416
2021/01/18 05:00:00+00,12.500000,9.500000,41.200000,1,2.500000,45.100000,16.200000,417
2021/01/18 06:00:00+00,16.700000,10.400000,56.400000,1.200000,17.500000,83.200000,4.800000,418
2021/01/18 07:00:00+00,18.800000,10.400000,66.100000,1.500000,50.300000,143.300000,0.600000,419
2021/01/18 08:00:00+00,24.900000,12.400000,74.100000,2.100000,129.500000,272.700000,0.800000,420
2021/01/18 09:00:00+00,28.600000,15.500000,70.600000,1.800000,111.500000,241.500000,2.400000,421
2021/01/18 10:00:00+00,26.200000,15,60.100000,1.600000,70.700000,168.500000,5.800000,422
2021/01/18 11:00:00+00,28.400000,13.200000,49.200000,1.500000,46.900000,121.100000,15.100000,423
2021/01/18 12:00:00+00,23.800000,10.700000,28.400000,1.300000,9.800000,43.400000,36.100000,424
2021/01/18 13:00:00+00,19.800000,9.100000,27.100000,1.200000,8.500000,40.200000,39.800000,425
2021/01/18 14:00:00+00,18.700000,9.400000,22.300000,1.300000,4.300000,28.900000,48.500000,426
2021/01/18 15:00:00+00,17.600000,8.800000,22.700000,1.300000,3.600000,28.100000,53,427
2021/01/18 16:00:00+00,19.800000,8.400000,36.200000,1.100000,5.600000,44.800000,41.500000,428
2021/01/18 17:00:00+00,20.600000,8.900000,46.100000,0.900000,3.100000,50.900000,29.400000,429
2021/01/18 18:00:00+00,18.200000,9,41,0.600000,1.100000,42.800000,27.200000,430
2021/01/18 19:00:00+00,22.300000,12,41.900000,0.700000,1.500000,44.300000,23,431
2021/01/18 20:00:00+00,15.700000,16.800000,26,0.700000,0.400000,26.600000,35.600000,432
2021/01/18 21:00:00+00,14.200000,8.700000,22,0.700000,0.200000,22.200000,39.200000,433
2021/01/18 22:00:00+00,19.200000,9.700000,18.600000,1,0,18.300000,41.900000,434
2021/01/18 23:00:00+00,17.900000,16.100000,13.700000,1,0,13.200000,45.400000,435
2021/01/19 00:00:00+00,13,11.900000,12.900000,1,0,12.200000,48.400000,436
2021/01/19 01:00:00+00,16.600000,10,11.900000,2.700000,0,11,54.100000,437
2021/01/19 02:00:00+00,12.300000,10.900000,10,2.800000,0,9.100000,55.900000,438
2021/01/19 03:00:00+00,12.200000,6.900000,12.300000,2.800000,0,11.500000,55.900000,439
2021/01/19 04:00:00+00,12.800000,3.600000,11,2.800000,0,10.100000,59.900000,440
2021/01/19 05:00:00+00,13.500000,3,13.900000,2.800000,0,13.400000,56.800000,441
2021/01/19 06:00:00+00,20.500000,5.500000,15.500000,2.400000,0.100000,15.400000,54.800000,442
2021/01/19 07:00:00+00,18.200000,8,22.900000,2.300000,0.600000,23.800000,46,443
2021/01/19 08:00:00+00,8.200000,8,30.800000,2.300000,2.200000,34.100000,38.100000,444
2021/01/19 09:00:00+00,12.900000,9,31.300000,2.200000,2.600000,35.200000,36.800000,445
2021/01/19 10:00:00+00,14.200000,14.800000,23.400000,2.100000,1.900000,26.300000,43.400000,446
2021/01/19 11:00:00+00,17.700000,8,22.400000,2.300000,2.500000,26.100000,43.500000,447
2021/01/19 12:00:00+00,14.200000,8.900000,20.300000,2.300000,2.600000,24.300000,47.200000,448
2021/01/19 13:00:00+00,10,6.200000,19.200000,2.600000,4.100000,25.500000,54.900000,449
2021/01/19 14:00:00+00,13.800000,4.100000,19.400000,2.700000,4,25.500000,53.900000,450
2021/01/19 15:00:00+00,11.200000,6.800000,15.300000,2.700000,1.100000,16.900000,57.300000,451
2021/01/19 16:00:00+00,16.800000,7.900000,21.300000,2.500000,1,23,46,452
2021/01/19 17:00:00+00,16.600000,6.700000,21.700000,2.600000,0.800000,22.900000,47.300000,453
2021/01/19 18:00:00+00,12.400000,10,34.400000,2.500000,1.100000,36.100000,31,454
2021/01/19 19:00:00+00,21.700000,19.500000,42.900000,2.500000,1.500000,45.300000,20.300000,455
2021/01/19 20:00:00+00,19.500000,13.800000,31.900000,2.700000,0.300000,32.500000,27.100000,456
2021/01/19 21:00:00+00,18,13,28.900000,2.700000,0.400000,29.600000,30.400000,457
2021/01/19 22:00:00+00,11.200000,14.700000,14.500000,2.600000,0,14,45,458
2021/01/19 23:00:00+00,11.700000,10.300000,10.500000,2.500000,0.200000,10.200000,49,459
2021/01/20 00:00:00+00,10.900000,9.200000,9.400000,2.400000,0,8.400000,49.200000,460
2021/01/20 01:00:00+00,7.300000,8.300000,11.300000,0.400000,0,10.400000,47.600000,461
2021/01/20 02:00:00+00,14.400000,6,9.200000,0.600000,0,8.300000,49.400000,462
2021/01/20 03:00:00+00,8.500000,4.900000,12.200000,0.500000,0,11.200000,47.400000,463
2021/01/20 04:00:00+00,5.300000,6.200000,15.500000,0.700000,0.100000,15,44.200000,464
2021/01/20 05:00:00+00,8.500000,8.300000,20.800000,0.600000,0.100000,20.800000,40.300000,465
2021/01/20 06:00:00+00,6.900000,7.100000,26.800000,0.700000,0.500000,27.700000,37.100000,466
2021/01/20 07:00:00+00,7.800000,7.400000,27.700000,1.100000,0.300000,28.300000,37.500000,467
2021/01/20 08:00:00+00,14.100000,6.900000,32.100000,1,0.300000,32.600000,34.500000,468
2021/01/20 09:00:00+00,23.600000,7.700000,47.800000,1.100000,8,59.900000,18.900000,469
2021/01/20 10:00:00+00,22.500000,9.100000,45,0.400000,10.200000,60.700000,19.900000,470
2021/01/20 11:00:00+00,14.800000,6,29.500000,0.700000,5.700000,38.300000,34.600000,471
2021/01/20 12:00:00+00,17.300000,6.100000,19.600000,0.700000,3.200000,24.600000,48.400000,472
2021/01/20 13:00:00+00,13.400000,6.100000,15.200000,0.700000,2.400000,18.800000,60.300000,473
2021/01/20 14:00:00+00,11.100000,2.200000,10.300000,0.500000,0.800000,11.500000,70.600000,474
2021/01/20 15:00:00+00,10.700000,2.400000,14.500000,0.800000,0.700000,15.500000,66.400000,475
2021/01/20 16:00:00+00,17,8.200000,23.400000,0.600000,0.500000,24.200000,56.200000,476
2021/01/20 17:00:00+00,16.700000,8.800000,20.800000,0.500000,0.200000,21.200000,57.100000,477
2021/01/20 18:00:00+00,12.500000,7.600000,16.900000,0,0,16.300000,60.400000,478
2021/01/20 19:00:00+00,9,5.300000,9.900000,0,0,9,71.200000,479
2021/01/20 20:00:00+00,7.400000,4.800000,6.700000,0,0,5.600000,73.500000,480
2021/01/20 21:00:00+00,9.800000,5,5.700000,0,0,4.600000,72.800000,481
2021/01/20 22:00:00+00,11.100000,5.200000,4.200000,0.100000,0,3.100000,75.900000,482
2021/01/20 23:00:00+00,13.500000,6.600000,3.800000,0.100000,0,2.800000,74,483
2021/01/21 00:00:00+00,10.400000,4.500000,3.500000,0.100000,0,2.300000,73.300000,484
2021/01/21 01:00:00+00,10.300000,1.800000,3.700000,0.900000,0,2.600000,73.100000,485
2021/01/21 02:00:00+00,8.400000,0.700000,3.100000,1.100000,0,1.900000,74.400000,486
2021/01/21 03:00:00+00,8.100000,1.200000,3.100000,0.500000,0,1.900000,73.600000,487
2021/01/21 04:00:00+00,8.100000,6.300000,2.900000,1.200000,0,1.600000,81.400000,488
2021/01/21 05:00:00+00,6.200000,4.800000,15.700000,0.900000,0.300000,15.700000,66.300000,489
2021/01/21 06:00:00+00,11.200000,3.100000,46.600000,1.500000,1.900000,49.600000,34.300000,490
2021/01/21 07:00:00+00,11.500000,5,45,1.200000,2,48,32.700000,491
2021/01/21 08:00:00+00,8.700000,11.300000,42.600000,1.500000,2.500000,46.500000,31.300000,492
2021/01/21 09:00:00+00,10.100000,6.200000,35,1,4.100000,41.200000,36.500000,493
2021/01/21 10:00:00+00,9.800000,4.900000,25.800000,1.300000,3.100000,30.600000,44,494
2021/01/21 11:00:00+00,18.700000,7,20.600000,0.900000,2.400000,24.200000,48.900000,495
2021/01/21 12:00:00+00,17.200000,6.700000,20.600000,1,1.700000,23.300000,49.900000,496
2021/01/21 13:00:00+00,12.800000,6.700000,16.400000,0.900000,0.800000,17.600000,57.300000,497
2021/01/21 14:00:00+00,17,5,17.300000,1,0.300000,17.900000,56.700000,498
2021/01/21 15:00:00+00,8.400000,3.200000,24.100000,0.900000,1,25.700000,48.700000,499
2021/01/21 16:00:00+00,6.600000,1.700000,18.600000,0.500000,0.500000,19.300000,54.300000,500
2021/01/21 17:00:00+00,4.600000,3.500000,15.200000,0.600000,0,14.800000,60.700000,501
2021/01/21 18:00:00+00,5.800000,4.100000,11.700000,0.500000,0,11.300000,65.700000,502
2021/01/21 19:00:00+00,9.100000,5.200000,7.400000,1,0,6.700000,74.100000,503
2021/01/21 20:00:00+00,9,6.100000,8.200000,1,0,7.500000,73.300000,504
2021/01/21 21:00:00+00,14.200000,7.800000,5.800000,0.900000,0,4.900000,77.600000,505
2021/01/21 22:00:00+00,17.100000,9.300000,4.400000,0.900000,0,3.300000,83.300000,506
2021/01/21 23:00:00+00,11.900000,7.800000,4.700000,1.100000,0,3.600000,81.800000,507
2021/01/22 00:00:00+00,15.100000,8.500000,5.400000,0.600000,0,4.500000,77,508
