,VITRY:PM10,VITRY:PM25,VITRY:NO2,VITRY:SO2,VITRY:NO,VITRY:NOX,VITRY:O3,OBJECTID
2019/09/10 14:00:00+00,19.900000,4.500000,17.300000,2.600000,3.800000,24.100000,90.100000,6066
2019/09/10 15:00:00+00,26.800000,3.400000,17.300000,2.600000,3.500000,23.500000,94.600000,6067
2019/09/10 16:00:00+00,18.600000,4.800000,17.500000,1.900000,3,22.800000,93.400000,6068
2019/09/10 17:00:00+00,17.500000,5.500000,15.800000,2,1.300000,18.400000,90.400000,6069
2019/09/10 18:00:00+00,17.300000,5.500000,27.200000,2.100000,1.100000,30,79.400000,6070
2019/09/10 19:00:00+00,17.700000,6,59,2.300000,2,62.900000,50.500000,6071
2019/09/10 20:00:00+00,20.400000,8.300000,93.100000,2.400000,8.500000,107.100000,18.500000,6072
2019/09/10 21:00:00+00,20.700000,8.900000,83.400000,2.100000,11.600000,102.300000,19.100000,6073
2019/09/10 22:00:00+00,18.900000,7.500000,30.500000,2.100000,1.400000,33.600000,65,6074
2019/09/10 23:00:00+00,11.900000,6.400000,28,1.900000,0.600000,29.800000,60.600000,6075
2019/09/11 00:00:00+00,14.800000,7.500000,27.900000,1.900000,0.600000,29.500000,57.600000,6076
2019/09/11 01:00:00+00,20.800000,11.400000,31.900000,1.600000,0.100000,32.800000,43.700000,6077
2019/09/11 02:00:00+00,17.200000,8,19.700000,1.400000,0.500000,21.300000,62.800000,6078
2019/09/11 03:00:00+00,16.200000,10.800000,17.800000,1.500000,0.800000,20.100000,65.800000,6079
2019/09/11 04:00:00+00,15.300000,8.800000,20.100000,1.200000,0.400000,21.500000,63.200000,6080
2019/09/11 05:00:00+00,18.300000,11.700000,39.100000,1.100000,1.600000,42.300000,49.400000,6081
2019/09/11 06:00:00+00,21.100000,10.800000,60.400000,1.300000,5.100000,69.200000,26.100000,6082
2019/09/11 07:00:00+00,,12.900000,94.300000,2.500000,90.600000,234.400000,3.900000,6083
2019/09/11 08:00:00+00,32.600000,10.200000,74.300000,2.100000,32.200000,124.600000,11.900000,6084
2019/09/11 09:00:00+00,22.500000,8.200000,37.700000,1.500000,10.800000,55.200000,42,6085
2019/09/11 10:00:00+00,20.800000,6,21.400000,2,5.500000,30.700000,54.800000,6086
2019/09/11 11:00:00+00,16.200000,4.300000,13,2,3.900000,19.900000,67.700000,6087
2019/09/11 12:00:00+00,19,4.100000,8.400000,2,2.400000,13.100000,75,6088
2019/09/11 13:00:00+00,15.900000,4.300000,9.100000,2.100000,2.900000,14.200000,77.500000,6089
2019/09/11 14:00:00+00,15.600000,3.200000,7.800000,2.400000,1.900000,11.500000,78.200000,6090
2019/09/11 15:00:00+00,16.600000,4.300000,10.300000,2.300000,2.400000,14.800000,77.600000,6091
2019/09/11 16:00:00+00,12.300000,3.500000,13.900000,3,3.400000,20,73.500000,6092
2019/09/11 17:00:00+00,10.800000,4.500000,13.900000,2.200000,3.300000,19.900000,66.500000,6093
2019/09/11 18:00:00+00,11.500000,4.800000,19.600000,2.300000,3.300000,25.600000,54.700000,6094
2019/09/11 19:00:00+00,13.500000,3.100000,39,2.100000,4,46.200000,33,6095
2019/09/11 20:00:00+00,13.900000,5.300000,42.700000,2.200000,4.600000,50.800000,21.900000,6096
2019/09/11 21:00:00+00,8.600000,5.300000,22.900000,1.900000,2.300000,27,30.400000,6097
2019/09/11 22:00:00+00,6.400000,5.700000,19,1.700000,2.200000,23.200000,30.600000,6098
2019/09/11 23:00:00+00,7,5.800000,18.900000,1.300000,1.300000,21.700000,23.800000,6099
2019/09/12 00:00:00+00,6.500000,3.600000,20.800000,1.800000,0.200000,21.800000,23.200000,6100
2019/09/12 01:00:00+00,5.900000,2.300000,16.200000,0,0.200000,17.100000,28.200000,6101
2019/09/12 02:00:00+00,4.400000,4.900000,11.200000,0,0.700000,13.100000,29.100000,6102
2019/09/12 03:00:00+00,6.700000,4.900000,29.600000,0,3.700000,36.200000,12.200000,6103
2019/09/12 04:00:00+00,7.800000,2.900000,32.900000,0,4.400000,40.500000,10,6104
2019/09/12 05:00:00+00,28.600000,4.800000,39,0,9.100000,53.800000,6.200000,6105
2019/09/12 06:00:00+00,13.400000,6.300000,49.800000,0,30.600000,97.500000,2,6106
2019/09/12 07:00:00+00,15.800000,4.200000,40.900000,0,21.700000,75.200000,7.800000,6107
2019/09/12 08:00:00+00,12.500000,1.900000,25,0,8.800000,39.400000,23.100000,6108
2019/09/12 09:00:00+00,9.900000,0.700000,17,0,7.500000,29.800000,29.600000,6109
2019/09/12 10:00:00+00,10.400000,2.300000,15.400000,0,5.400000,24.700000,33.900000,6110
2019/09/12 11:00:00+00,13.800000,1.900000,12.700000,0,4.700000,21,37.200000,6111
2019/09/12 12:00:00+00,10.700000,4,9.600000,0,3.900000,16.400000,43,6112
2019/09/12 13:00:00+00,10,4.600000,11.300000,0,3.600000,17.800000,43.800000,6113
2019/09/12 14:00:00+00,18.200000,5.300000,17,0,4.700000,25.300000,42.200000,6114
2019/09/12 15:00:00+00,19.400000,5.400000,17.400000,0,4.600000,25.600000,45.900000,6115
2019/09/12 16:00:00+00,9.300000,6.400000,20,0,3.600000,26.500000,45.300000,6116
2019/09/12 17:00:00+00,14,3.900000,30.100000,0,4.200000,37.500000,35.600000,6117
2019/09/12 18:00:00+00,29.500000,5.400000,47.400000,0.100000,6.200000,57.700000,19.100000,6118
2019/09/12 19:00:00+00,34.500000,9.300000,66.800000,0.100000,14.800000,90.500000,2.900000,6119
2019/09/12 20:00:00+00,15.600000,7.100000,44.200000,0.100000,5.500000,53.400000,15,6120
2019/09/12 21:00:00+00,10.100000,4.300000,26.200000,0,1.600000,29.800000,22.300000,6121
2019/09/12 22:00:00+00,9.300000,7.700000,17.900000,0,1.400000,21.100000,25.600000,6122
2019/09/12 23:00:00+00,8.100000,7,23,0.400000,1.300000,26.100000,21.700000,6123
2019/09/13 00:00:00+00,6.800000,4.800000,22.800000,0.200000,1.100000,25.400000,20.500000,6124
2019/09/13 01:00:00+00,6,2.100000,23.500000,0,1.400000,26.500000,13.800000,6125
2019/09/13 02:00:00+00,6.400000,1.700000,28.300000,0,2.700000,33.800000,5.300000,6126
2019/09/13 03:00:00+00,5.700000,2.500000,25,0,4.700000,33.200000,10,6127
2019/09/13 04:00:00+00,9.800000,1.600000,34.100000,0,9.500000,49.600000,1.900000,6128
2019/09/13 05:00:00+00,13.100000,5.400000,39.600000,0,13,60.500000,3.300000,6129
2019/09/13 06:00:00+00,8.600000,8.100000,37.900000,1.600000,11.300000,55.900000,6.400000,6130
2019/09/13 07:00:00+00,21.900000,10,34.100000,2.300000,10.700000,51.400000,9.900000,6131
2019/09/13 08:00:00+00,18,8.400000,29.200000,0.600000,9.400000,44.400000,14.200000,6132
2019/09/13 09:00:00+00,20.400000,11.100000,27.800000,0.100000,11.500000,46.400000,16.200000,6133
2019/09/13 10:00:00+00,19.900000,7.100000,26.100000,0.100000,12.300000,46.100000,19.500000,6134
2019/09/13 11:00:00+00,24.600000,9.800000,30.800000,0.200000,16.600000,57.100000,18.500000,6135
2019/09/13 12:00:00+00,24.800000,8.600000,24.800000,0.100000,11.700000,43.700000,28.200000,6136
2019/09/13 13:00:00+00,19.800000,7,21.900000,0,8,35.200000,39.100000,6137
2019/09/13 14:00:00+00,24.500000,8.100000,24.600000,0,9.300000,39.900000,43.900000,6138
2019/09/13 15:00:00+00,24.400000,3.500000,22,0.200000,7.200000,34.200000,46.500000,6139
2019/09/13 16:00:00+00,16.800000,1,19.100000,0.400000,4.700000,27.300000,53,6140
2019/09/13 17:00:00+00,12.100000,4.100000,14.700000,0,3.200000,20.500000,46.900000,6141
2019/09/13 18:00:00+00,9.100000,6.100000,20.500000,0.300000,3.400000,26.700000,37.600000,6142
2019/09/13 19:00:00+00,21,7.800000,21.400000,0.300000,1.400000,24.200000,34.500000,6143
2019/09/13 20:00:00+00,15.700000,4.600000,23.800000,0.200000,1.500000,27.100000,27.600000,6144
2019/09/13 21:00:00+00,13.600000,7.300000,25.800000,0.300000,0.400000,27.400000,23,6145
2019/09/13 22:00:00+00,15.200000,6.500000,24.300000,0.300000,0.900000,26.300000,21.200000,6146
2019/09/13 23:00:00+00,11.200000,6.400000,25.100000,0.100000,0.700000,26.800000,19.400000,6147
2019/09/14 00:00:00+00,10,7.600000,19.100000,0.200000,0.900000,21.700000,25,6148
2019/09/14 01:00:00+00,7.900000,5.400000,14.700000,1.400000,0.300000,15.900000,29.400000,6149
2019/09/14 02:00:00+00,15.200000,4.100000,12.600000,1.700000,0.100000,13.200000,32,6150
2019/09/14 03:00:00+00,13,6,12.300000,1.900000,0.200000,13.900000,31.600000,6151
2019/09/14 04:00:00+00,15.600000,6.400000,15.600000,1.700000,0.900000,17.700000,28.200000,6152
2019/09/14 05:00:00+00,12.500000,9,21.400000,1.500000,2.800000,26.500000,21.600000,6153
2019/09/14 06:00:00+00,13.100000,10.900000,32.300000,2.100000,5.100000,41,12.600000,6154
2019/09/14 07:00:00+00,16.800000,10.900000,27.700000,2,7.800000,40.800000,17,6155
2019/09/14 08:00:00+00,16.700000,9.300000,20,2.300000,9.300000,35,22.600000,6156
2019/09/14 09:00:00+00,20.400000,7.500000,18.300000,2.400000,9,33.300000,25.900000,6157
2019/09/14 10:00:00+00,22.300000,12.600000,19.500000,2.100000,11.100000,37.400000,31.100000,6158
2019/09/14 11:00:00+00,22.700000,9.100000,16.400000,2.200000,6.600000,27.500000,42,6159
2019/09/14 12:00:00+00,17.700000,6.400000,14.200000,1.700000,4.800000,22.600000,53.500000,6160
2019/09/14 13:00:00+00,15.900000,4.400000,8.500000,2,2.200000,13,68.800000,6161
2019/09/14 14:00:00+00,10,6,8.100000,1.900000,1.900000,11.700000,80.100000,6162
2019/09/14 15:00:00+00,10,7.300000,8.400000,2.100000,1.400000,11.400000,88,6163
2019/09/14 16:00:00+00,11.100000,7.600000,15.300000,2.200000,1.800000,19.200000,86,6164
2019/09/14 17:00:00+00,13.900000,6.500000,14.200000,2.700000,1.100000,16.900000,87.700000,6165
2019/09/14 18:00:00+00,20.500000,4.100000,22.700000,2.600000,1.700000,25.800000,76.600000,6166
2019/09/14 19:00:00+00,21.600000,8.300000,36.700000,2.700000,1.800000,40.500000,58.900000,6167
2019/09/14 20:00:00+00,18.300000,11.500000,45.900000,2.500000,2.400000,50.500000,48.100000,6168
2019/09/14 21:00:00+00,13.600000,8.300000,36.700000,3,0.400000,38,52.300000,6169
2019/09/14 22:00:00+00,12.500000,10.800000,27.200000,2.800000,0.400000,28.700000,57.600000,6170
2019/09/14 23:00:00+00,19.900000,10.400000,36.600000,2.800000,1.200000,39.400000,54.200000,6171
2019/09/15 00:00:00+00,13.700000,11.100000,42.200000,3.600000,2.700000,47.400000,51,6172
2019/09/15 01:00:00+00,18,11.300000,49.700000,0,0.600000,51.800000,35,6173
2019/09/15 02:00:00+00,23.500000,13.600000,52.600000,0,0.800000,54.500000,24.100000,6174
2019/09/15 03:00:00+00,17.800000,11.100000,39,0,0.700000,41,36.500000,6175
2019/09/15 04:00:00+00,15.300000,10.700000,37.600000,0,0.500000,38.600000,36,6176
2019/09/15 05:00:00+00,23.700000,14.800000,43.500000,0,1.700000,46.700000,30.200000,6177
2019/09/15 06:00:00+00,16.700000,14.700000,44,0,2.200000,48.400000,20.600000,6178
2019/09/15 07:00:00+00,19.600000,12.600000,55.500000,0,13.700000,77.400000,18.800000,6179
2019/09/15 08:00:00+00,23.100000,11.500000,49.200000,1.100000,12,68.600000,34.400000,6180
2019/09/15 09:00:00+00,22.500000,11,45.600000,4.200000,12,64.900000,47.200000,6181
2019/09/15 10:00:00+00,20.900000,9.800000,31.400000,1.500000,7,43.500000,72.100000,6182
2019/09/15 11:00:00+00,18.200000,7.300000,17.900000,0,3.700000,24.700000,95,6183
2019/09/15 12:00:00+00,19.500000,5.800000,24.200000,0.300000,4.500000,32.200000,93.800000,6184
2019/09/15 13:00:00+00,20.600000,7.700000,24,0.400000,4.300000,31.300000,101.200000,6185
2019/09/15 14:00:00+00,18.600000,8.900000,15.100000,0.500000,2,19.100000,120.400000,6186
2019/09/15 15:00:00+00,19.100000,5.900000,15.200000,0.400000,1.400000,18.100000,123.400000,6187
2019/09/15 16:00:00+00,18,7.100000,17.700000,0.200000,1.200000,20.500000,122,6188
2019/09/15 17:00:00+00,22.300000,11.200000,25.300000,0.100000,1.500000,28.400000,110.800000,6189
2019/09/15 18:00:00+00,15,8.700000,21.500000,0,1,24,100.300000,6190
2019/09/15 19:00:00+00,33.500000,18.400000,49.700000,0.100000,0.400000,50.800000,60.100000,6191
2019/09/15 20:00:00+00,29.800000,14.700000,93.900000,0,7.300000,106.100000,15.800000,6192
2019/09/15 21:00:00+00,30.700000,20.100000,103.300000,0,14.300000,126.100000,7.400000,6193
2019/09/15 22:00:00+00,26.700000,12.400000,77.800000,0,4,85,33.200000,6194
2019/09/15 23:00:00+00,21,10.800000,33.800000,0,1.400000,36.800000,66.200000,6195
2019/09/16 00:00:00+00,12,7.900000,21.500000,0,0.500000,23.100000,70.400000,6196
2019/09/16 01:00:00+00,9.700000,6.500000,20.300000,0,0.200000,21.800000,60.700000,6197
2019/09/16 02:00:00+00,18.200000,10.800000,19,0,0.200000,19.800000,61,6198
2019/09/16 03:00:00+00,11.900000,10.100000,18.600000,0.400000,0.600000,20.700000,59.500000,6199
2019/09/16 04:00:00+00,9.100000,8.100000,35.200000,0.100000,2.100000,39.500000,33.200000,6200
2019/09/16 05:00:00+00,23,11.400000,73.500000,0,19.100000,103.900000,4.200000,6201
2019/09/16 06:00:00+00,23,11.500000,75.800000,0,15.400000,100.300000,5.200000,6202
2019/09/16 07:00:00+00,59.900000,14.700000,74.500000,0.400000,39,135.200000,7,6203
2019/09/16 08:00:00+00,37.600000,14.400000,67.300000,0.600000,34.400000,121,18.700000,6204
2019/09/16 09:00:00+00,36.900000,13.100000,58.200000,1.500000,23.400000,95,38,6205
2019/09/16 10:00:00+00,37.700000,7.700000,42.800000,1,12.600000,62.800000,59.100000,6206
2019/09/16 11:00:00+00,25.900000,4.600000,33,1,8.700000,47.200000,73.200000,6207
2019/09/16 12:00:00+00,26.800000,5,23.900000,0.900000,5.400000,33,88,6208
2019/09/16 13:00:00+00,17.500000,2.400000,20.400000,1.800000,3.900000,27.500000,95.700000,6209
2019/09/16 14:00:00+00,23.100000,3.100000,24.800000,1.500000,4.300000,32.300000,88.900000,6210
2019/09/16 15:00:00+00,30.300000,5.500000,23.600000,0.600000,4.200000,31,93.200000,6211
2019/09/16 16:00:00+00,20.500000,6.700000,22.400000,0,3.300000,28.600000,88.700000,6212
2019/09/16 17:00:00+00,13.700000,4.600000,23.300000,0,2.500000,28.400000,70.200000,6213
2019/09/16 18:00:00+00,22.300000,8.200000,30.400000,0.200000,2.100000,34.200000,74,6214
2019/09/16 19:00:00+00,17.200000,7.700000,25,0,1.700000,28.400000,51.900000,6215
2019/09/16 20:00:00+00,21.700000,10.100000,24.200000,0,2.700000,29.200000,38.400000,6216
2019/09/16 21:00:00+00,14.200000,8,21.600000,0,1.900000,25.400000,34.500000,6217
2019/09/16 22:00:00+00,12.400000,5.300000,19.200000,0,1.800000,23.100000,36.800000,6218
2019/09/16 23:00:00+00,17.300000,5,15,0,1.100000,17.700000,39.200000,6219
2019/09/17 00:00:00+00,17.500000,6.800000,14.900000,0,1,16.800000,36.200000,6220
2019/09/17 01:00:00+00,22.800000,15,12.800000,0,0.600000,14.300000,34,6221
2019/09/17 02:00:00+00,15.700000,9.800000,12.600000,0,0.200000,13.400000,32.500000,6222
2019/09/17 03:00:00+00,17.400000,9.300000,11.600000,0,0.800000,13.900000,30.900000,6223
2019/09/17 04:00:00+00,14.700000,9.600000,21.100000,0.200000,2.200000,25.600000,21.700000,6224
2019/09/17 05:00:00+00,19.700000,10.300000,29.300000,0.100000,6.100000,39.600000,15.800000,6225
2019/09/17 06:00:00+00,19.300000,11.800000,32.800000,0.500000,8.900000,47.300000,13.300000,6226
2019/09/17 07:00:00+00,21.600000,11.300000,39.400000,0,15.300000,63.900000,9.600000,6227
2019/09/17 08:00:00+00,35.400000,17.500000,40.200000,0,20.800000,73.100000,9.700000,6228
2019/09/17 09:00:00+00,34.600000,8,34.700000,0,14.200000,57.300000,17.400000,6229
2019/09/17 10:00:00+00,25,14.900000,29.800000,0,8,43.100000,19.900000,6230
2019/09/17 11:00:00+00,22.200000,10,26.700000,0.100000,9.100000,41.600000,31.100000,6231
2019/09/17 12:00:00+00,17.200000,5.100000,17.900000,0.500000,6.900000,29.300000,53.500000,6232
2019/09/17 13:00:00+00,13.700000,1.200000,14.500000,0.200000,3.800000,21.200000,64.700000,6233
2019/09/17 14:00:00+00,24,1.200000,15.900000,0.700000,3.500000,22.200000,74.400000,6234
2019/09/17 15:00:00+00,31.900000,4.600000,15.800000,0.400000,4.100000,23,78.400000,6235
2019/09/17 16:00:00+00,17.100000,6.800000,21,0.500000,4,28.200000,76.700000,6236
2019/09/17 17:00:00+00,16.600000,5.300000,23,0.400000,3,28.600000,77.500000,6237
2019/09/17 18:00:00+00,24.800000,7.400000,22.400000,0.700000,2.100000,26.400000,79,6238
2019/09/17 19:00:00+00,21.100000,7,25.800000,0.500000,2.100000,29.900000,70.400000,6239
2019/09/17 20:00:00+00,21,9.900000,21.200000,0.400000,0.700000,23.400000,68.300000,6240
2019/09/17 21:00:00+00,35.700000,12.400000,21.800000,0.500000,1.200000,24.600000,67.700000,6241
2019/09/17 22:00:00+00,23.300000,8.600000,16.900000,0.500000,0.600000,18.900000,67.300000,6242
2019/09/17 23:00:00+00,21.200000,5.600000,11.600000,0.500000,0.600000,13.400000,62.300000,6243
2019/09/18 00:00:00+00,18.100000,3.100000,8.900000,0.400000,0.100000,10.100000,58.600000,6244
2019/09/18 01:00:00+00,21.300000,5.200000,7.500000,1.600000,0.100000,8.400000,54.900000,6245
2019/09/18 02:00:00+00,18.100000,7.400000,7.300000,1.400000,0.300000,8.600000,54.700000,6246
2019/09/18 03:00:00+00,16.900000,5.800000,7.600000,1.500000,0.300000,9.300000,51.900000,6247
2019/09/18 04:00:00+00,14.100000,3.900000,9.400000,1.400000,0.600000,11.500000,49.600000,6248
2019/09/18 05:00:00+00,21.200000,6.600000,17.300000,1.200000,2.600000,22.100000,41.900000,6249
2019/09/18 06:00:00+00,21.400000,5.900000,34.300000,1.100000,5.300000,43.400000,29.100000,6250
2019/09/18 07:00:00+00,27.100000,9.600000,33.300000,1,7.300000,45.300000,31.100000,6251
2019/09/18 08:00:00+00,28.400000,6.600000,23.200000,1.100000,7.400000,35.500000,41,6252
2019/09/18 09:00:00+00,34.500000,4.700000,17.100000,1,6.500000,28.100000,49,6253
2019/09/18 10:00:00+00,39.600000,4.200000,9.500000,,3.400000,15.500000,,6254
2019/09/18 11:00:00+00,40,4.900000,9.300000,,3.500000,15.600000,,6255
2019/09/18 12:00:00+00,47.300000,4.100000,8.500000,,4.400000,16,,6256
2019/09/18 13:00:00+00,42.200000,4.300000,12.200000,0.200000,3,17.700000,,6257
2019/09/18 14:00:00+00,44.300000,5.800000,12.100000,0.100000,3.900000,19.100000,70.100000,6258
2019/09/18 15:00:00+00,28.400000,7.900000,13.200000,0.200000,4.100000,20.300000,71,6259
2019/09/18 16:00:00+00,21.400000,5.500000,16.800000,0.300000,4.600000,24.700000,70.100000,6260
2019/09/18 17:00:00+00,26.900000,5,16.800000,0.300000,3.700000,23.300000,68,6261
2019/09/18 18:00:00+00,20.800000,5.300000,20.400000,0.400000,2.500000,25.300000,65.400000,6262
2019/09/18 19:00:00+00,24.600000,8.300000,25.100000,0.100000,1.700000,28.800000,64.500000,6263
2019/09/18 20:00:00+00,20.400000,6.400000,20.400000,0.200000,1.200000,23,65.700000,6264
2019/09/18 21:00:00+00,22.300000,5.400000,18.400000,0.200000,0.400000,20.100000,63.300000,6265
2019/09/18 22:00:00+00,22.400000,7.600000,19.700000,0.500000,0.700000,21.600000,57.100000,6266
2019/09/18 23:00:00+00,24.100000,11.600000,19.900000,1,0.700000,22,51.400000,6267
2019/09/19 00:00:00+00,22.900000,9.400000,18.300000,0.900000,1.300000,21,50.800000,6268
2019/09/19 01:00:00+00,21,10.200000,13.400000,0.600000,0.200000,14.200000,48.600000,6269
2019/09/19 02:00:00+00,16.300000,8.300000,12.500000,0.800000,0.500000,14.100000,48.300000,6270
2019/09/19 03:00:00+00,19.700000,8.600000,13.600000,0.500000,0.600000,15.600000,44.800000,6271
2019/09/19 04:00:00+00,14.200000,7.700000,17.700000,0.600000,1.100000,20.600000,40.700000,6272
2019/09/19 05:00:00+00,15.300000,4.600000,29.900000,0.600000,4.300000,37.500000,30.500000,6273
2019/09/19 06:00:00+00,18.100000,6.800000,44.600000,0.300000,8.500000,58.500000,17.100000,6274
2019/09/19 07:00:00+00,54.400000,9.600000,47.100000,0.500000,17.700000,75.500000,15.800000,6275
2019/09/19 08:00:00+00,24.900000,10.100000,33.900000,1.300000,13.500000,55.700000,28.100000,6276
2019/09/19 09:00:00+00,27.500000,8.600000,21.600000,2.500000,8.500000,35.600000,40.800000,6277
2019/09/19 10:00:00+00,37.700000,4.700000,12.600000,1.500000,4.500000,20.500000,57.500000,6278
2019/09/19 11:00:00+00,27.500000,3.700000,11.400000,1.200000,4,18.700000,63.400000,6279
2019/09/19 12:00:00+00,24,4.600000,9,0.900000,2.300000,13.600000,69.400000,6280
2019/09/19 13:00:00+00,24.400000,6.600000,7.100000,0.800000,2.400000,11.500000,73.300000,6281
2019/09/19 14:00:00+00,31.300000,4.100000,9.900000,0.700000,3.100000,15.500000,75.700000,6282
2019/09/19 15:00:00+00,32.100000,0.800000,10.900000,0.500000,2.600000,15.700000,76.900000,6283
2019/09/19 16:00:00+00,26.700000,4.900000,12.600000,0.600000,2.700000,17.700000,75.200000,6284
2019/09/19 17:00:00+00,27.300000,5.400000,14.200000,0.900000,2.200000,18.700000,74.300000,6285
2019/09/19 18:00:00+00,27.400000,6.200000,17.100000,1.200000,1.200000,20,68.900000,6286
2019/09/19 19:00:00+00,20.200000,8.300000,22.600000,1.600000,1.600000,25.700000,62.600000,6287
2019/09/19 20:00:00+00,20.600000,10.300000,20.700000,1.100000,1.600000,24,59.700000,6288
2019/09/19 21:00:00+00,17.700000,7.900000,22.600000,0.600000,0.900000,24.900000,54.300000,6289
2019/09/19 22:00:00+00,19.900000,5.200000,15.900000,0.100000,0.500000,17.300000,57.600000,6290
2019/09/19 23:00:00+00,14.400000,6.500000,14.500000,0.200000,0.100000,15.500000,57.100000,6291
2019/09/20 00:00:00+00,13.900000,7.700000,12.500000,0.300000,0.100000,13.200000,55.800000,6292
2019/09/20 01:00:00+00,13.900000,5.400000,11.500000,0.400000,0.200000,12,54,6293
2019/09/20 02:00:00+00,15,6.300000,10.500000,0.500000,0.300000,11.700000,54,6294
2019/09/20 03:00:00+00,11.500000,6.700000,11.300000,0.500000,0.200000,12,52.200000,6295
2019/09/20 04:00:00+00,12.400000,7.200000,16.800000,0.300000,0.500000,18.500000,42.500000,6296
2019/09/20 05:00:00+00,18.500000,7.300000,33,0.300000,2.700000,38.200000,29.100000,6297
2019/09/20 06:00:00+00,,11.400000,39.900000,0.300000,3.500000,46.300000,27.300000,6298
2019/09/20 07:00:00+00,35.300000,10.300000,41.100000,0.400000,6.600000,52.200000,26.900000,6299
2019/09/20 08:00:00+00,44,9.100000,38,0.100000,11.300000,56.400000,33.100000,6300
2019/09/20 09:00:00+00,39.200000,7,31.900000,0.200000,11.200000,50,42,6301
2019/09/20 10:00:00+00,35.600000,4.800000,18.400000,0.200000,6.300000,28.900000,61.300000,6302
2019/09/20 11:00:00+00,29.900000,4,8.200000,0.300000,1.700000,11.900000,76.500000,6303
2019/09/20 12:00:00+00,35.900000,4.300000,8.200000,0,1.400000,11.200000,82,6304
2019/09/20 13:00:00+00,31.200000,5,9.200000,0.100000,1.800000,12.500000,87,6305
2019/09/20 14:00:00+00,33.100000,4.200000,7.500000,0,1.200000,10,88.700000,6306
2019/09/20 15:00:00+00,38.100000,4.700000,9.600000,0,1.300000,12.500000,89.300000,6307
2019/09/20 16:00:00+00,27.500000,4.200000,11.200000,0,1.100000,13.300000,89.200000,6308
2019/09/20 17:00:00+00,34.700000,4.700000,13.400000,0,1.300000,16.200000,84.600000,6309
2019/09/20 18:00:00+00,26.900000,9.300000,19.800000,0,2,23.800000,77.200000,6310
2019/09/20 19:00:00+00,26.600000,5.500000,23.900000,0,0,24.700000,70.400000,6311
2019/09/20 20:00:00+00,29,3.100000,26.900000,0,0.100000,27.600000,61.600000,6312
2019/09/20 21:00:00+00,20.800000,4.100000,24.800000,0,0.300000,25.100000,60.800000,6313
2019/09/20 22:00:00+00,24.300000,7.300000,16.600000,0,0.400000,18.100000,64.900000,6314
2019/09/20 23:00:00+00,20.200000,6.700000,18.300000,0.800000,0,19,60.500000,6315
2019/09/21 00:00:00+00,14.400000,8,14,0,0,15,61.700000,6316
2019/09/21 01:00:00+00,16.700000,6.100000,15.700000,,0.200000,16.700000,55.700000,6317
2019/09/21 02:00:00+00,16.600000,4.300000,18.800000,,0.300000,19.700000,51.600000,6318
2019/09/21 03:00:00+00,16.600000,4.500000,18.200000,,0.300000,19.600000,47,6319
2019/09/21 04:00:00+00,17.400000,5.400000,17.600000,,0.500000,19.200000,46,6320
2019/09/21 05:00:00+00,14.400000,8.800000,23.100000,,0.700000,25.200000,39.900000,6321
2019/09/21 06:00:00+00,15.900000,7.200000,32.900000,,1.800000,36.500000,28.200000,6322
2019/09/21 07:00:00+00,18.500000,6.700000,31.900000,,3.200000,37.700000,30.100000,6323
2019/09/21 08:00:00+00,21.400000,5.300000,21.800000,,4.200000,29.300000,42,6324
2019/09/21 09:00:00+00,23.300000,10.600000,19.200000,,4.700000,27.800000,52.600000,6325
2019/09/21 10:00:00+00,25.200000,10.100000,15.800000,,3.500000,22.100000,66.900000,6326
2019/09/21 11:00:00+00,24.400000,8.100000,11.900000,,1.900000,16,86.500000,6327
2019/09/21 12:00:00+00,19.300000,8.200000,9.400000,,1.200000,12.400000,99.400000,6328
2019/09/21 13:00:00+00,18.100000,6.700000,9.500000,,1.700000,13.200000,105,6329
2019/09/21 14:00:00+00,28.100000,5.800000,9,,0.700000,10.600000,110.300000,6330
2019/09/21 15:00:00+00,22.500000,9.200000,8.700000,,0.900000,10.800000,109.600000,6331
2019/09/21 16:00:00+00,18.800000,6.600000,11,,0.600000,12.700000,105.500000,6332
2019/09/21 17:00:00+00,17.800000,5.400000,13.600000,,1.400000,16.600000,99.400000,6333
2019/09/21 18:00:00+00,18.600000,11.400000,27.400000,,0.700000,29.400000,79.200000,6334
2019/09/21 19:00:00+00,30.300000,16.600000,73.500000,,1.200000,76.400000,33.900000,6335
2019/09/21 20:00:00+00,32.700000,18.600000,69.900000,,3.200000,75.700000,32.100000,6336
2019/09/21 21:00:00+00,30.500000,9.900000,38.800000,,0,40,59.900000,6337
2019/09/21 22:00:00+00,20.300000,7.500000,23.800000,,0.500000,25.200000,72.100000,6338
2019/09/21 23:00:00+00,25.300000,14.300000,24.400000,,0.200000,25.900000,68.300000,6339
2019/09/22 00:00:00+00,21.700000,10,21.200000,,0,22.100000,64.800000,6340
2019/09/22 01:00:00+00,20.100000,9.400000,18.900000,0.700000,0,19.800000,64.800000,6341
2019/09/22 02:00:00+00,17.400000,6.600000,12.700000,0.500000,0.100000,13.400000,65.100000,6342
2019/09/22 03:00:00+00,15.100000,7.900000,17.900000,0.400000,0.500000,19.600000,57.600000,6343
2019/09/22 04:00:00+00,10.900000,5.100000,17.800000,0.300000,0.600000,20,54.600000,6344
2019/09/22 05:00:00+00,10.600000,2.400000,14.100000,0.400000,0.800000,16.200000,57,6345
